Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode,Compliance_Pct,Monthly_Call_Frequency,Sample_Velocity,Log_Baseline_Fills,Diminishing_Call_Log,Tier_Compliance_Interaction,Sample_Call_Ratio,Baseline_Volume_Saturation,Compliance_Pct_raw,Monthly_Call_Frequency_raw,Sample_Velocity_raw,Log_Baseline_Fills_raw,Diminishing_Call_Log_raw,Tier_Compliance_Interaction_raw,Sample_Call_Ratio_raw,Tot_30day_Fills_raw,Tot_Drug_Cst_raw,Tot_Clms_raw
2001000001,Dr. Deborah Lee,Anesthesiology,Philadelphia,PA,Subsys,REP-S751,Silas Tanaka,TERR-S13,2,8.0,5,4,5,1.3385416974443696,0.7181073337610934,-0.31952060644284325,6.0883,0.056258712821802614,20.3635,synthetic,0.5754043519696166,-0.04770301438881521,1.1379349445309213,0.8018293339621951,0.171618335963463,1.1063379300499994,1.1379349445309213,1.3162842132526182,80.0,1.3333333333333333,1.25,3.005425145524891,1.6094379124341003,640.0,1.25,19.1948,21725.57,27.0
2001000003,Dr. Michael Moore,Emergency Medicine,Columbus,OH,Actiq,REP-S514,Selena Brooks,TERR-S14,3,4.0,5,4,4,0.14158858559120047,-0.42582870488550706,0.12789085229879327,3.1776,0.02896608275609891,12.709,synthetic,0.5754043519696166,-0.04770301438881521,0.6349183820565215,-0.2644169289698151,0.171618335963463,-0.2978583678624179,0.6349183820565215,0.9480259464917745,80.0,1.3333333333333333,1.0,2.5890864686976642,1.6094379124341003,320.0,1.0,12.3176,27629.75,20.0
2001000004,Dr. Carol King,Oncology,Charlotte,NC,Subsys,REP-S845,Simon Kim,TERR-S09,3,10.0,5,3,1,-0.8843712245686588,1.8829353584563784,1.2145151242253918,5.2112,0.04897643776666838,27.5628,synthetic,-0.6164282087760067,-0.47808241626437475,-0.7064591178752114,1.5642503062689341,-0.33040708865298646,0.9308133928109472,-0.7064591178752114,1.7393862452664834,60.0,1.0,0.3333333333333333,3.3031287341148716,1.3862943611198906,600.0,0.3333333333333333,26.1976,41969.18,14.0
2001000005,Dr. Melissa Perez,Oncology,Seattle,WA,Subsys,REP-S628,Serena Novak,TERR-S02,2,10.0,5,4,5,-0.8843712245686588,1.4606544270726571,0.4642553535027901,4.1467,0.039011841798011204,24.6399,synthetic,0.5754043519696166,-0.04770301438881521,1.1379349445309213,1.3132950694449261,0.171618335963463,1.8084360790062082,1.1379349445309213,1.5708295888988,80.0,1.3333333333333333,1.25,3.205137890090846,1.6094379124341003,800.0,1.25,23.6589,32068.52,14.0
2001000006,Dr. Stephanie Wilson,Pain Management,Phoenix,AZ,Abstral,REP-S832,Sienna Alvarez,TERR-S10,3,1.0,3,2,0,-0.0294047161021094,-1.3909020636105278,-1.1048272974072768,0.5047,0.004367949696726381,6.5486,synthetic,-0.21915068852746614,-0.9084618181399344,-1.3771478678410778,-1.729549317226457,-0.9776304286355144,-1.409513770376415,-1.3771478678410778,0.4497615792816619,66.66666666666666,0.6666666666666666,0.0,2.0169941659062767,1.0986122886681098,66.66666666666666,0.0,6.5157,11362.42,19.0
2001000007,Dr. Nancy Lewis,Neurology,Baltimore,MD,Abstral,REP-S783,Sean Gomez,TERR-S03,2,4.0,5,3,2,0.48357518897782026,-0.39364240472292383,0.4151491993046194,4.4792,0.04063990542488982,13.0715,synthetic,-0.6164282087760067,-0.47808241626437475,-0.035770367909345006,-0.2274741440984315,-0.33040708865298646,-0.6489074423405222,-0.035770367909345006,0.8560549213698412,60.0,1.0,0.6666666666666666,2.6035115698270883,1.3862943611198906,240.0,0.6666666666666666,12.5111,31420.5,22.0
2001000008,Dr. Ashley Adams,Anesthesiology,Los Angeles,CA,Actiq,REP-S780,Sloan Muller,TERR-S14,2,8.0,6,5,5,1.6805283008309895,0.42179376730307916,0.9488431157351839,6.223,0.0571819471490862,18.497,synthetic,0.7740431120938877,0.3826763874867446,0.6349183820565215,0.5653293398315089,0.5818029746283429,1.2233542882093678,0.6349183820565215,1.1941246337056464,83.33333333333334,1.6666666666666667,1.0,2.9130786604312355,1.791759469228055,666.6666666666667,1.0,17.4134,38463.29,29.0
2001000009,Dr. Thomas Smith,Family Practice,Charlotte,NC,Lazanda,REP-S725,Simon Santos,TERR-S01,3,7.0,3,2,2,-0.542384621182039,0.3196292941255153,-0.7963152806567502,3.2208,0.029947311914835684,17.3403,synthetic,-0.21915068852746614,-0.9084618181399344,0.6349183820565215,0.4784467986487498,-0.9776304286355144,0.3457316020141065,0.6349183820565215,1.130875557050052,66.66666666666666,0.6666666666666666,1.0,2.879153512467811,1.0986122886681098,466.66666666666663,1.0,16.7992,15433.64,16.0
2001000010,Dr. Sandra Sanchez,Oncology,Jacksonville,FL,Abstral,REP-S839,Solomon Alvarez,TERR-S03,2,3.0,9,5,3,-0.0294047161021094,-0.7788134468752634,-1.0971683377998434,6.5276,0.057752226154669906,10.8611,synthetic,-0.8812798889417006,0.3826763874867446,-0.16990811790251828,-0.7089425829159584,0.5818029746283429,-0.9707024272787845,-0.16990811790251828,0.676928896678109,55.55555555555556,1.6666666666666667,0.6,2.415511911849256,1.791759469228055,166.66666666666669,0.6,10.1955,11463.49,19.0
2001000011,Dr. Margaret Robinson,Oncology,Seattle,WA,Subsys,REP-S795,Stephen Gomez,TERR-S01,3,3.0,5,4,1,-0.713377922875349,-0.7606493953106426,-0.8609098562872286,5.7735,0.051286217659900046,10.8996,synthetic,0.5754043519696166,-0.04770301438881521,-0.874131305366678,-0.6840837674869946,0.171618335963463,-0.6489074423405222,-0.874131305366678,0.684179216477751,80.0,1.3333333333333333,0.25,2.425218568447261,1.6094379124341003,240.0,0.25,10.3047,14581.23,15.0
2001000012,Dr. Patricia Gonzalez,Pain Management,Baltimore,MD,Lazanda,REP-S609,Seth O'Connor,TERR-S11,3,5.0,2,2,3,0.6545684906711301,-0.2258411664592861,-0.7169938601651987,5.5608,0.0504813201173504,14.2717,synthetic,1.7672369127152399,-0.9084618181399344,1.640951507005321,-0.04305973758581215,-0.9776304286355144,0.49200204971331685,1.640951507005321,0.9332430246527833,100.0,0.6666666666666666,1.5,2.6755201223205924,1.0986122886681098,500.0,1.5,13.5199,16480.39,23.0
2001000013,Dr. Sarah Brown,Oncology,Nashville,TN,Subsys,REP-S688,Serena Larsson,TERR-S06,3,6.0,3,2,3,2.7064881109908487,0.06238839902766068,-0.4298196275866434,5.1122,0.046858363699847416,16.0324,synthetic,-0.21915068852746614,-0.9084618181399344,1.640951507005321,0.24566544159496975,-0.9776304286355144,0.05319070661568615,1.640951507005321,1.012701033040282,66.66666666666666,0.6666666666666666,1.5,2.788259048819879,1.0986122886681098,399.99999999999994,1.5,15.2527,20270.03,35.0
2001000014,Dr. Nancy Brown,Emergency Medicine,Philadelphia,PA,Lazanda,REP-S825,Simon Alvarez,TERR-S03,3,9.0,2,2,3,1.1675483957510597,1.2807770885929806,-0.3493418231670277,1.3877,0.01320058015571135,22.8908,synthetic,1.7672369127152399,-0.9084618181399344,1.640951507005321,1.1984466528113273,-0.9776304286355144,2.2472474221038388,1.640951507005321,1.737680701347506,100.0,0.6666666666666666,1.5,3.1602928674359028,1.0986122886681098,900.0,1.5,22.5775,21332.04,26.0
2001000015,Dr. Carol Scott,Oncology,New York,NY,Fentora,REP-S775,Stephen Muller,TERR-S09,3,4.0,2,2,1,0.14158858559120047,-0.5491346703145662,-0.7599642078984055,7.3103,0.06511831295042958,12.4225,synthetic,1.7672369127152399,-0.9084618181399344,-0.37111474289227814,-0.41109189040432786,-0.9776304286355144,0.0531907066156864,-0.37111474289227814,0.7686069331190029,100.0,0.6666666666666666,0.5,2.5318140903641577,1.0986122886681098,400.0,0.5,11.5763,15913.34,20.0
2001000016,Dr. Deborah Moore,Anesthesiology,Phoenix,AZ,Fentora,REP-S788,Serena Gomez,TERR-S08,3,3.0,4,2,2,-1.0553645262619686,-0.6854814932771989,-0.857992373899911,4.0432,0.03633240498489654,11.1916,synthetic,-1.2123444891488182,-0.9084618181399344,0.6349183820565215,-0.5837019827279368,-0.9776304286355144,-1.0438376511283896,0.6349183820565215,0.7376342951358239,50.0,0.6666666666666666,1.0,2.4644147850222367,1.0986122886681098,150.0,1.0,10.7566,14619.73,13.0
2001000017,Dr. Margaret Jackson,Pain Management,Portland,OR,Subsys,REP-S541,Samuel Chen,TERR-S13,1,10.0,11,10,6,0.14158858559120047,1.4545664757240757,0.9411477823213628,11.8136,0.10736116914412541,26.4129,synthetic,1.2254948396490473,2.534573396864543,-0.16990811790251828,1.3094910681954508,1.9454793272294546,2.287139362385441,-0.16990811790251828,1.6305850414023362,90.9090909090909,3.3333333333333335,0.6,3.2036525363766857,2.3978952727983707,909.090909090909,0.6,23.6223,38361.74,20.0
2001000018,Dr. Margaret Thompson,Palliative Care,Las Vegas,NV,Subsys,REP-S530,Sadie Patel,TERR-S02,2,5.0,7,6,7,1.3385416974443696,-0.3426100693747042,0.1364561259153779,10.5097,0.09302528803745602,14.165,synthetic,0.91592794075408,0.8130557893623042,0.9702627570394549,-0.16997112860625366,0.9286091450931295,0.17856537607215217,0.9702627570394549,0.8228643548757003,85.71428571428571,2.0,1.1666666666666667,2.6259648531030884,1.9459101490553132,428.57142857142856,1.1666666666666667,12.8179,27742.78,27.0
2001000019,Dr. Michelle Rodriguez,Orthopedics,Miami,FL,Fentora,REP-S662,Sophia Kowalski,TERR-S08,3,8.0,5,4,3,0.31258188728451036,0.546663304936419,0.4097257132147409,4.8144,0.04462167637231529,19.0386,synthetic,0.5754043519696166,-0.04770301438881521,0.1319018195821217,0.6676673756955661,0.171618335963463,1.1063379300499994,0.1319018195821217,1.125217202769045,80.0,1.3333333333333333,0.75,2.9530387371245648,1.6094379124341003,640.0,0.75,18.1641,31348.93,21.0
2001000020,Dr. Susan Rodriguez,Pain Management,Nashville,TN,Subsys,REP-S668,Serena Kowalski,TERR-S14,1,2.0,10,7,1,-0.0294047161021094,-1.0514571915599666,-0.33756883449965974,3.9243,0.03453548070732282,8.8922,synthetic,-0.020511928403195035,1.243435191237864,-1.089709832141421,-1.114352102127851,1.2290263146108709,-1.0877187854381527,-1.089709832141421,0.5906257158809662,70.0,2.3333333333333335,0.14285714285714285,2.2572110871057283,2.0794415416798357,140.0,0.14285714285714285,8.5564,21487.4,19.0
